date,usage_kw,time,tavg,tmin,tmax,prcp,wdir,wspd,pres
2020-11-01,215416.188,2020-11-01,5.6,2.8,10.0,15.7,205.0,10.4,1016.7
2020-11-02,209930.184,2020-11-02,5.3,0.6,6.7,0.0,271.0,31.0,1001.9
2020-11-03,212478.66,2020-11-03,3.2,0.0,6.1,0.0,294.0,23.4,1014.0
2020-11-04,223747.848,2020-11-04,4.4,0.6,12.2,0.0,208.0,13.7,1031.2
2020-11-05,246729.528,2020-11-05,13.7,9.4,21.1,0.0,212.0,24.5,1027.8
2020-11-06,245505.564,2020-11-06,16.3,12.8,22.2,0.0,223.0,19.8,1022.4
2020-11-07,244526.364,2020-11-07,16.3,9.4,23.3,0.0,224.0,12.2,1021.7
2020-11-08,243497.124,2020-11-08,15.4,9.4,21.1,0.0,42.0,6.8,1026.4
2020-11-09,246365.064,2020-11-09,10.8,7.2,16.7,0.0,26.0,4.0,1025.6
2020-11-10,235009.332,2020-11-10,14.5,8.9,23.9,0.0,210.0,15.8,1020.3
2020-11-11,227751.624,2020-11-11,17.8,13.3,22.8,0.3,208.0,23.0,1015.8
2020-11-12,242330.58,2020-11-12,16.3,8.3,18.9,0.0,309.0,15.8,1014.5
2020-11-13,248247.864,2020-11-13,8.7,4.4,9.4,5.6,23.0,19.4,1016.0
2020-11-14,240429.06,2020-11-14,6.3,3.3,9.4,0.0,296.0,16.2,1018.3
2020-11-15,240402.78,2020-11-15,4.8,0.6,14.4,8.6,162.0,19.8,1019.4
2020-11-16,246442.464,2020-11-16,10.4,5.6,11.7,1.3,259.0,20.5,1009.6
2020-11-17,246382.416,2020-11-17,6.3,1.7,8.9,0.0,274.0,18.4,1012.9
2020-11-18,235180.008,2020-11-18,0.4,-4.9,1.7,0.0,322.0,22.7,1027.3
2020-11-19,251784.108,2020-11-19,-1.4,-5.5,7.8,0.0,235.0,20.5,1032.2
2020-11-20,251169.336,2020-11-20,10.7,7.2,17.8,0.0,227.0,27.4,1023.6
2020-11-21,242071.164,2020-11-21,12.7,5.6,16.7,0.0,301.0,14.8,1025.3
2020-11-22,239068.512,2020-11-22,5.7,1.7,8.3,0.0,54.0,22.0,1032.0
2020-11-23,255535.236,2020-11-23,9.6,2.2,15.0,46.0,259.0,22.0,1013.0
2020-11-24,274240.8,2020-11-24,3.7,-1.6,6.7,0.0,305.0,18.4,1024.1
2020-11-25,280526.112,2020-11-25,2.6,-2.7,10.6,0.3,337.0,6.8,1028.2
2020-11-26,275457.024,2020-11-26,9.2,4.4,15.0,7.4,301.0,9.4,1017.8
2020-11-27,259649.712,2020-11-27,9.3,3.9,12.8,0.0,310.0,6.8,1015.9
2020-11-28,242063.352,2020-11-28,9.6,5.0,12.2,0.0,290.0,13.0,1013.7
2020-11-29,252741.348,2020-11-29,6.7,3.3,11.1,0.0,239.0,13.0,1018.9
2020-11-30,250796.52,2020-11-30,7.8,3.3,17.2,21.6,127.0,27.0,1011.5
2020-12-01,244065.924,2020-12-01,14.9,5.6,17.2,10.4,186.0,25.2,1001.1
2020-12-02,244714.86,2020-12-02,5.0,1.7,6.1,0.0,230.0,21.6,1011.3
2020-12-03,248954.256,2020-12-03,4.9,0.6,10.0,0.0,236.0,20.2,1018.9
2020-12-04,245532.672,2020-12-04,8.4,4.4,14.4,0.5,214.0,21.2,1015.7
2020-12-05,244007.64,2020-12-05,5.9,0.6,8.3,43.7,338.0,29.2,1002.0
2020-12-06,239608.368,2020-12-06,1.2,-1.6,2.8,0.0,292.0,27.7,1002.1
2020-12-07,250691.112,2020-12-07,-0.9,-2.7,1.7,0.0,300.0,16.6,1006.7
2020-12-08,250566.66,2020-12-08,-1.6,-3.2,-0.5,0.0,327.0,21.6,1005.8
2020-12-09,252481.42799999999,2020-12-09,-1.6,-4.3,2.2,0.0,250.0,12.2,1007.5
2020-12-10,244702.116,2020-12-10,3.2,1.1,7.2,0.0,288.0,15.5,1014.5
2020-12-11,242107.668,2020-12-11,3.9,-2.1,10.6,0.0,220.0,13.3,1021.3
2020-12-12,243786.42,2020-12-12,5.6,1.7,8.3,12.7,14.0,9.4,1020.2
2020-12-13,240610.176,2020-12-13,8.5,4.4,15.0,0.0,311.0,11.2,1013.1
2020-12-14,250793.424,2020-12-14,3.6,1.1,4.4,1.5,304.0,12.6,1012.3
2020-12-15,249386.544,2020-12-15,0.7,-4.9,2.2,0.0,293.0,22.3,1021.0
2020-12-16,246081.312,2020-12-16,-5.3,-8.8,-1.0,1.0,15.0,21.2,1030.4
2020-12-17,245629.476,2020-12-17,-3.2,-6.0,0.0,33.0,13.0,36.4,1015.6
2020-12-18,245722.284,2020-12-18,-3.7,-6.0,-1.0,0.0,335.0,16.6,1023.2
2020-12-19,234243.72,2020-12-19,-4.9,-8.2,-0.5,0.0,291.0,9.7,1028.0
2020-12-20,230220.468,2020-12-20,-1.6,-3.2,2.2,0.8,218.0,5.8,1021.8
2020-12-21,249068.448,2020-12-21,0.4,-2.7,2.8,0.0,287.0,9.0,1009.7
2020-12-22,243648.288,2020-12-22,3.2,0.0,6.7,0.0,277.0,18.7,1006.7
2020-12-23,250768.8,2020-12-23,1.8,-1.0,3.3,0.0,273.0,16.2,1025.7
2020-12-24,251432.172,2020-12-24,3.9,-1.0,11.7,0.0,165.0,20.9,1023.1
2020-12-25,252173.448,2020-12-25,11.6,4.4,15.6,37.8,165.0,31.7,1004.8
2020-12-26,254398.068,2020-12-26,2.1,-2.1,4.4,0.0,236.0,27.4,1007.8
2020-12-27,253663.2,2020-12-27,-0.7,-3.8,3.3,0.0,232.0,14.4,1023.2
2020-12-28,254853.108,2020-12-28,2.7,-2.1,9.4,0.0,189.0,15.1,1021.8
2020-12-29,254966.4,2020-12-29,2.7,-4.3,5.6,0.0,295.0,24.8,1024.5
2020-12-30,259538.4,2020-12-30,-2.1,-4.3,5.0,0.0,239.0,19.1,1026.7
2020-12-31,255103.2,2020-12-31,5.4,0.6,7.2,2.5,264.0,23.0,1018.0
2021-01-01,252020.376,2021-01-01,1.0,-1.6,2.2,2.5,5.0,10.1,1030.1
2021-01-02,251200.08,2021-01-02,3.8,0.0,5.6,10.4,349.0,23.0,1011.0
2021-01-03,252891.684,2021-01-03,0.4,-1.6,2.2,0.8,354.0,15.1,1019.9
2021-01-04,255729.636,2021-01-04,0.9,-0.5,3.9,0.0,1.0,18.4,1014.6
2021-01-05,263420.136,2021-01-05,-0.2,-1.0,0.6,0.3,343.0,17.3,1013.0
2021-01-06,266824.98,2021-01-06,0.5,-1.0,4.4,0.0,319.0,21.6,1011.8
2021-01-07,243698.868,2021-01-07,1.2,-1.6,5.6,0.0,311.0,22.0,1015.0
2021-01-08,250970.364,2021-01-08,-0.1,-3.2,5.0,0.0,313.0,17.3,1013.0
2021-01-09,247701.996,2021-01-09,-1.6,-4.3,2.2,0.0,337.0,18.4,1010.8
2021-01-10,246197.34,2021-01-10,0.6,-2.7,5.0,0.0,314.0,15.1,1019.9
2021-01-11,252387.684,2021-01-11,-0.3,-4.3,2.2,0.0,262.0,9.4,1023.8
2021-01-12,249623.928,2021-01-12,0.8,-2.7,5.6,0.0,283.0,11.9,1018.3
2021-01-13,250351.596,2021-01-13,1.8,-0.5,4.4,0.0,245.0,11.2,1015.5
2021-01-14,253511.352,2021-01-14,1.8,-0.5,3.9,2.5,210.0,8.6,1011.5
2021-01-15,264362.976,2021-01-15,2.2,0.6,5.0,0.0,41.0,13.3,1017.3
2021-01-16,251877.492,2021-01-16,5.8,2.8,11.1,26.2,146.0,29.9,998.4
2021-01-17,248241.6,2021-01-17,3.8,1.1,6.1,0.0,247.0,29.9,996.2
2021-01-18,252195.552,2021-01-18,4.4,-0.5,7.2,0.0,254.0,23.4,1003.9
2021-01-19,256844.808,2021-01-19,0.6,-2.7,5.0,0.0,273.0,17.3,1014.4
2021-01-20,257091.588,2021-01-20,1.1,-3.8,3.3,0.0,287.0,17.6,1012.0
2021-01-21,259675.2,2021-01-21,-3.3,-6.0,0.0,0.0,231.0,12.6,1008.3
2021-01-22,255650.58,2021-01-22,1.7,-1.0,6.1,0.0,264.0,15.5,1003.5
2021-01-23,256924.692,2021-01-23,-0.8,-8.2,1.1,0.0,296.0,26.6,1011.5
2021-01-24,253497.924,2021-01-24,-5.6,-8.8,-0.5,0.0,294.0,33.5,1013.8
2021-01-25,262045.224,2021-01-25,-3.5,-7.1,2.2,0.0,309.0,20.9,1016.9
2021-01-26,267342.948,2021-01-26,-2.1,-5.5,1.7,5.6,12.0,13.3,1017.0
2021-01-27,265169.736,2021-01-27,-0.9,-2.1,2.2,1.8,348.0,13.7,1015.0
2021-01-28,263513.448,2021-01-28,-0.6,-8.8,0.6,1.3,322.0,21.6,1015.1
2021-01-29,257593.644,2021-01-29,-9.6,-13.8,-7.7,0.0,312.0,33.5,1014.3
2021-01-30,261905.436,2021-01-30,-10.4,-13.2,-6.6,0.0,323.0,21.2,1022.9
2021-01-31,260510.868,2021-01-31,-9.9,-13.8,-4.9,0.0,349.0,9.4,1026.8
2021-02-01,259135.488,2021-02-01,-2.8,-5.5,1.7,17.5,33.0,33.5,1018.4
2021-02-02,260000.208,2021-02-02,0.1,-1.0,4.4,5.1,8.0,30.6,997.9
2021-02-03,260180.208,2021-02-03,-0.6,-2.1,1.1,0.0,302.0,16.9,996.0
2021-02-04,255348.432,2021-02-04,0.3,-1.6,2.8,0.3,295.0,14.4,1006.5
2021-02-05,262991.88,2021-02-05,0.2,-3.2,5.0,0.3,203.0,9.7,1006.9
2021-02-06,265406.796,2021-02-06,2.1,-1.0,5.6,0.0,252.0,20.2,1013.0
2021-02-07,270886.932,2021-02-07,0.1,-3.2,2.8,11.2,357.0,14.8,1015.7
2021-02-08,284802.48,2021-02-08,-4.1,-7.1,-1.6,0.0,278.0,17.3,1024.9
2021-02-09,261461.304,2021-02-09,-4.3,-6.0,-2.7,4.3,353.0,9.7,1025.7
2021-02-10,258941.232,2021-02-10,-3.8,-6.6,-0.5,0.0,305.0,15.1,1024.6
2021-02-11,265154.4,2021-02-11,-3.9,-7.1,-1.0,0.0,320.0,14.0,1024.0
2021-02-12,265988.448,2021-02-12,-7.2,-11.6,-2.7,0.0,304.0,16.9,1025.8
2021-02-13,257580.036,2021-02-13,-5.2,-8.2,-1.6,0.0,3.0,15.1,1027.0
2021-02-14,251209.08,2021-02-14,-1.8,-3.2,0.6,0.0,12.0,9.0,1024.1
2021-02-15,251733.6,2021-02-15,-0.8,-2.7,0.0,0.8,2.0,14.8,1023.7
2021-02-16,257867.316,2021-02-16,0.8,-1.0,4.4,16.0,45.0,18.0,1006.1
2021-02-17,278201.952,2021-02-17,-1.8,-4.9,0.0,0.0,304.0,20.5,1023.6
2021-02-18,290632.572,2021-02-18,-2.9,-4.3,-0.5,2.3,17.0,13.7,1030.6
2021-02-19,287079.84,2021-02-19,-2.3,-3.8,-1.0,10.9,1.0,17.6,1021.5
2021-02-20,279653.976,2021-02-20,-2.6,-4.9,-0.5,0.0,317.0,18.0,1016.2
2021-02-21,278718.912,2021-02-21,-3.4,-7.1,0.6,0.0,317.0,15.1,1028.7
2021-02-22,282810.78,2021-02-22,-1.6,-7.1,4.4,4.1,192.0,17.6,1017.8
2021-02-23,270374.004,2021-02-23,3.1,1.1,6.1,0.0,248.0,20.5,1002.3
2021-02-24,286927.2,2021-02-24,5.4,2.8,10.0,0.0,240.0,21.6,1010.4
2021-02-25,297986.4,2021-02-25,6.4,0.6,8.3,0.0,278.0,27.7,1012.9
2021-02-26,279043.2,2021-02-26,0.8,-2.1,4.4,0.0,269.0,14.8,1029.4
2021-02-27,272672.388,2021-02-27,1.9,-1.0,8.3,4.3,189.0,15.8,1023.2
2021-02-28,268466.364,2021-02-28,4.2,2.2,6.7,0.5,250.0,11.2,1023.6
2021-03-01,271549.08,2021-03-01,3.9,-3.2,6.7,4.6,288.0,22.3,1003.4
2021-03-02,284004.612,2021-03-02,-4.8,-10.5,-2.1,0.0,285.0,36.4,1011.7
2021-03-03,275488.236,2021-03-03,0.3,-4.9,10.0,0.0,266.0,19.4,1010.1
2021-03-04,289992.096,2021-03-04,4.1,-2.7,6.1,0.0,308.0,23.8,1005.6
2021-03-05,291564.504,2021-03-05,-1.5,-4.3,2.2,0.0,294.0,29.2,1006.4
2021-03-06,271050.012,2021-03-06,-1.9,-5.5,2.2,0.0,290.0,20.2,1015.3
2021-03-07,270158.22,2021-03-07,-1.4,-5.5,3.3,0.0,308.0,15.8,1024.5
2021-03-08,285897.708,2021-03-08,0.1,-3.8,3.3,0.0,223.0,15.1,1027.8
2021-03-09,285913.116,2021-03-09,7.0,2.2,16.1,0.0,274.0,18.4,1024.7
2021-03-10,293306.472,2021-03-10,5.9,1.1,8.9,0.0,82.0,13.7,1032.7
2021-03-11,286898.4,2021-03-11,9.9,2.2,23.3,0.0,210.0,21.6,1022.2
2021-03-12,283140.324,2021-03-12,14.9,8.3,18.3,0.0,259.0,23.0,1013.6
2021-03-13,295086.168,2021-03-13,6.6,0.0,9.4,0.0,291.0,27.7,1017.5
2021-03-14,301768.56,2021-03-14,4.8,-4.3,9.4,0.0,,27.7,
2021-03-15,295718.256,2021-03-15,-4.6,-8.2,-1.0,0.0,320.0,30.6,1022.9
2021-03-16,276960.636,2021-03-16,-3.3,-6.6,2.2,0.0,261.0,15.1,1025.3
2021-03-17,274384.872,2021-03-17,4.2,-0.5,11.7,0.0,210.0,15.5,1021.0
2021-03-18,271030.248,2021-03-18,6.2,3.3,9.4,16.8,262.0,17.3,1015.2
2021-03-19,275407.2,2021-03-19,3.8,-0.5,6.7,0.0,349.0,25.6,1020.3
2021-03-20,266307.3,2021-03-20,6.3,0.0,16.1,0.0,280.0,11.9,1031.0
2021-03-21,261928.656,2021-03-21,8.9,2.2,14.4,0.0,84.0,9.7,1033.3
2021-03-22,283701.6,2021-03-22,8.0,1.7,14.4,0.0,157.0,13.3,1029.7
2021-03-23,285487.2,2021-03-23,8.8,3.3,13.9,0.0,116.0,10.8,1026.3
2021-03-24,287287.2,2021-03-24,8.7,4.4,11.7,0.0,77.0,9.0,1023.8
2021-03-25,278221.68,2021-03-25,10.4,7.8,16.7,3.8,50.0,7.9,1017.8
2021-03-26,269496.144,2021-03-26,14.8,11.7,21.1,0.3,214.0,27.7,1005.8
2021-03-27,289736.28,2021-03-27,11.6,6.1,15.0,0.0,350.0,22.3,1017.4
2021-03-28,289706.4,2021-03-28,7.6,5.6,15.0,17.5,128.0,20.9,1011.9
2021-03-29,298311.552,2021-03-29,10.3,5.6,12.2,0.0,281.0,30.6,1007.4
2021-03-30,304357.572,2021-03-30,8.2,2.2,15.6,0.0,202.0,18.4,1027.9
2021-03-31,290995.704,2021-03-31,13.1,6.7,21.1,5.1,193.0,23.4,1019.6
2021-04-01,294011.028,2021-04-01,10.3,1.7,14.4,23.4,323.0,24.1,1006.6
2021-04-02,301528.8,2021-04-02,1.7,-1.6,5.0,0.0,307.0,21.2,1018.3
2021-04-03,290304.0,2021-04-03,3.1,-1.0,10.0,0.0,340.0,13.0,1023.4
2021-04-04,285832.8,2021-04-04,8.6,0.6,16.7,0.0,311.0,17.3,1016.6
2021-04-05,287942.4,2021-04-05,11.2,8.3,14.4,0.0,324.0,26.6,1009.3
2021-04-06,284248.8,2021-04-06,10.9,7.8,16.1,0.0,356.0,13.0,1011.8
2021-04-07,275954.4,2021-04-07,10.9,7.8,14.4,0.0,13.0,11.2,1016.0
2021-04-08,274111.2,2021-04-08,11.6,7.2,13.3,0.0,76.0,14.8,1019.7
2021-04-09,270446.4,2021-04-09,10.3,6.7,15.0,0.0,126.0,14.8,1020.9
2021-04-10,263412.0,2021-04-10,14.8,8.9,25.6,0.0,202.0,15.8,1013.1
2021-04-11,258962.4,2021-04-11,11.4,7.2,15.6,0.0,45.0,22.0,1008.0
2021-04-12,278690.4,2021-04-12,8.3,6.1,10.6,0.0,41.0,20.9,1011.0
2021-04-13,296136.0,2021-04-13,9.6,6.7,14.4,0.0,39.0,16.6,1016.4
2021-04-14,293068.8,2021-04-14,9.4,7.8,10.6,0.0,111.0,15.1,1017.2
2021-04-15,297201.6,2021-04-15,8.9,5.6,12.2,5.6,109.0,20.9,1010.8
2021-04-16,299066.4,2021-04-16,5.7,1.7,7.2,40.6,17.0,31.7,999.7
2021-04-17,308246.4,2021-04-17,5.7,3.9,10.6,2.0,333.0,17.6,1005.6
2021-04-18,303566.4,2021-04-18,10.6,6.7,17.2,0.0,312.0,13.0,1008.1
2021-04-19,296712.0,2021-04-19,12.3,8.9,17.2,0.3,288.0,12.2,1009.8
2021-04-20,287337.6,2021-04-20,16.7,10.6,24.4,0.0,237.0,18.7,1010.6
2021-04-21,303062.4,2021-04-21,15.2,3.3,22.2,6.1,204.0,24.1,1005.4
2021-04-22,300794.4,2021-04-22,5.3,1.1,8.3,0.0,277.0,32.4,1003.7
2021-04-23,321213.6,2021-04-23,8.6,3.3,15.6,0.0,266.0,27.4,1008.9
2021-04-24,283924.8,2021-04-24,15.9,10.0,23.3,0.0,253.0,19.8,1011.5
2021-04-25,284601.6,2021-04-25,13.0,10.0,13.9,2.8,127.0,12.2,1007.5
2021-04-26,287244.0,2021-04-26,10.9,8.3,13.9,0.0,299.0,24.5,1010.2
2021-04-27,282009.6,2021-04-27,11.7,7.2,20.6,0.0,267.0,17.3,1014.7
2021-04-28,281194.92,2021-04-28,13.1,9.4,15.6,5.6,77.0,11.2,1012.4
2021-04-29,287820.0,2021-04-29,9.6,8.9,10.0,22.6,52.0,10.1,1006.5
2021-04-30,276069.6,2021-04-30,12.8,6.1,18.3,3.8,287.0,28.4,992.2
2021-05-01,277675.2,2021-05-01,11.8,6.7,18.3,0.5,292.0,23.0,1005.1
2021-05-02,268819.2,2021-05-02,16.8,10.0,25.0,0.3,244.0,21.6,1005.8
2021-05-03,292550.4,2021-05-03,15.8,10.0,18.3,0.5,55.0,14.4,1011.8
2021-05-04,286747.2,2021-05-04,10.2,8.9,12.8,17.0,50.0,17.3,1009.7
2021-05-05,284623.2,2021-05-05,9.6,8.9,10.0,13.5,55.0,12.6,1007.5
2021-05-06,262719.684,2021-05-06,13.6,10.0,19.4,0.0,311.0,17.3,1009.5
2021-05-07,277056.0,2021-05-07,12.3,8.9,13.3,0.0,56.0,16.6,1014.8
2021-05-08,280857.6,2021-05-08,10.1,7.8,12.8,0.0,44.0,18.4,1011.0
2021-05-09,275090.4,2021-05-09,14.6,9.4,20.6,0.0,263.0,19.8,1012.6
2021-05-10,271418.4,2021-05-10,13.0,9.4,17.2,8.6,121.0,13.0,1010.9
2021-05-11,273664.8,2021-05-11,14.9,10.6,18.9,0.0,273.0,23.8,1013.3
2021-05-12,272282.4,2021-05-12,14.1,8.9,20.6,0.0,289.0,16.9,1017.3
2021-05-13,267472.8,2021-05-13,15.8,10.6,21.7,0.0,290.0,11.9,1020.6
2021-05-14,296409.6,2021-05-14,18.2,13.3,25.0,0.0,255.0,15.8,1020.6
2021-05-15,322243.2,2021-05-15,19.6,16.1,23.3,0.0,190.0,14.4,1021.7
2021-05-16,331084.8,2021-05-16,19.8,14.4,26.1,0.3,251.0,13.7,1022.6
2021-05-17,292687.2,2021-05-17,17.8,12.2,23.9,0.0,129.0,11.2,1024.1
2021-05-18,258170.4,2021-05-18,21.5,15.0,28.9,0.0,278.0,15.1,1022.4
2021-05-19,276688.8,2021-05-19,21.2,14.4,22.2,0.0,72.0,16.6,1025.0
2021-05-20,267292.8,2021-05-20,17.1,12.8,20.6,0.0,115.0,14.0,1031.9
2021-05-21,261864.0,2021-05-21,19.2,13.3,27.8,0.0,208.0,17.3,1030.6
2021-05-22,248947.2,2021-05-22,22.6,16.7,31.7,0.0,208.0,12.6,1019.6
2021-05-23,245779.2,2021-05-23,25.9,16.7,32.2,0.0,295.0,19.8,1011.2
2021-05-24,259776.0,2021-05-24,17.3,12.8,19.4,0.0,96.0,21.2,1024.2
2021-05-25,261000.0,2021-05-25,17.7,11.7,26.1,0.0,213.0,25.6,1021.6
2021-05-26,258480.0,2021-05-26,23.6,17.2,33.3,7.1,219.0,23.4,1013.3
2021-05-27,258256.8,2021-05-27,23.9,16.7,28.3,0.3,287.0,19.4,1011.3
2021-05-28,261244.8,2021-05-28,14.9,7.2,16.7,27.4,57.0,18.4,1019.4
2021-05-29,256183.2,2021-05-29,9.4,8.3,10.6,27.4,45.0,31.7,1019.5
2021-05-30,255729.6,2021-05-30,10.3,10.0,10.6,18.3,47.0,27.7,1023.7
2021-05-31,258825.6,2021-05-31,12.6,10.6,16.7,3.8,325.0,14.8,1020.1
2021-06-01,264578.4,2021-06-01,18.6,12.2,25.0,0.0,247.0,16.6,1022.2
2021-06-02,262209.6,2021-06-02,20.8,14.4,26.1,0.0,192.0,14.8,1022.4
2021-06-03,261331.2,2021-06-03,19.7,15.6,24.4,0.0,194.0,16.2,1017.5
2021-06-04,262843.2,2021-06-04,22.5,18.9,27.2,2.8,226.0,16.6,1011.4
2021-06-05,272966.4,2021-06-05,24.8,17.2,32.8,0.0,230.0,18.0,1010.3
2021-06-06,270756.0,2021-06-06,29.3,21.1,34.4,0.0,254.0,16.2,1014.3
2021-06-07,289411.2,2021-06-07,29.6,22.8,35.6,0.0,222.0,19.8,1016.2
2021-06-08,303076.8,2021-06-08,28.8,23.9,35.0,0.0,242.0,15.1,1015.4
2021-06-09,304416.0,2021-06-09,27.3,23.3,33.3,1.3,316.0,11.2,1013.5
2021-06-10,293025.6,2021-06-10,21.9,15.0,24.4,0.0,62.0,17.6,1017.8
2021-06-11,275803.2,2021-06-11,16.4,13.9,18.9,3.0,115.0,11.9,1017.3
2021-06-12,267451.2,2021-06-12,17.8,15.6,21.7,15.0,145.0,9.0,1011.6
2021-06-13,264765.6,2021-06-13,22.4,16.7,29.4,0.0,228.0,16.6,1011.4
2021-06-14,267602.4,2021-06-14,18.8,15.6,21.1,13.5,170.0,10.1,1012.2
2021-06-15,284090.4,2021-06-15,19.3,16.7,22.8,0.3,65.0,8.3,1006.8
2021-06-16,280108.8,2021-06-16,20.4,17.2,25.0,0.0,307.0,18.4,1007.8
2021-06-17,280180.8,2021-06-17,21.4,15.6,26.7,0.0,284.0,13.3,1012.8
2021-06-18,293889.6,2021-06-18,23.3,15.6,29.4,0.0,231.0,14.4,1013.7
2021-06-19,302990.4,2021-06-19,25.5,20.6,32.8,0.0,233.0,20.5,1006.5
2021-06-20,303559.2,2021-06-20,26.3,21.7,31.7,0.0,227.0,16.9,1007.5
2021-06-21,307936.8,2021-06-21,25.8,20.6,30.6,0.0,195.0,21.6,1005.9
2021-06-22,307332.0,2021-06-22,24.4,17.2,30.6,23.1,260.0,15.5,1004.5
2021-06-23,305668.8,2021-06-23,18.8,15.0,23.9,0.0,314.0,16.2,1018.8
2021-06-24,318974.4,2021-06-24,18.9,15.0,23.3,0.0,107.0,15.8,1028.8
2021-06-25,308592.0,2021-06-25,17.8,16.1,21.1,2.3,80.0,12.6,1026.5
2021-06-26,311745.6,2021-06-26,23.1,18.9,30.0,0.0,209.0,22.0,1023.2
2021-06-27,311400.0,2021-06-27,27.1,23.3,31.7,0.0,217.0,26.3,1020.1
2021-06-28,320709.6,2021-06-28,29.4,23.9,36.1,0.0,230.0,22.7,1019.8
2021-06-29,320918.4,2021-06-29,31.5,26.1,37.2,0.0,253.0,16.9,1019.2
2021-06-30,308584.8,2021-06-30,31.0,22.2,37.8,4.1,237.0,15.8,1013.6
2021-07-01,304142.4,2021-07-01,25.4,20.0,29.4,32.5,249.0,14.4,1010.1
2021-07-02,281707.2,2021-07-02,18.3,15.0,20.6,42.4,39.0,22.7,1009.6
2021-07-03,275292.0,2021-07-03,15.1,13.9,15.6,42.7,30.0,20.9,1010.3
2021-07-04,272520.0,2021-07-04,15.9,14.4,20.0,7.9,10.0,11.9,1012.0
2021-07-05,276314.4,2021-07-05,18.1,13.9,25.6,0.0,65.0,12.2,1018.1
2021-07-06,303350.4,2021-07-06,24.9,20.6,33.3,7.4,230.0,23.8,1012.0
2021-07-07,299390.4,2021-07-07,26.9,21.1,33.3,0.8,262.0,13.7,1012.2
2021-07-08,293198.4,2021-07-08,20.6,17.8,21.7,7.6,43.0,14.4,1017.6
2021-07-09,299656.8,2021-07-09,19.6,17.2,25.6,51.8,24.0,16.9,1010.5
2021-07-10,311515.2,2021-07-10,21.9,17.8,23.3,1.3,38.0,10.8,1015.1
2021-07-11,309751.2,2021-07-11,21.7,16.7,27.8,0.8,180.0,8.3,1019.2
2021-07-12,315007.2,2021-07-12,20.4,18.3,21.7,30.7,50.0,13.0,1021.8
2021-07-13,317757.6,2021-07-13,19.4,18.3,21.1,0.3,63.0,12.6,1025.4
2021-07-14,322099.2,2021-07-14,20.5,18.9,25.6,0.0,73.0,7.6,1021.2
2021-07-15,326685.6,2021-07-15,23.4,21.7,26.1,0.0,62.0,10.1,1017.8
2021-07-16,331732.8,2021-07-16,27.4,23.3,35.0,0.5,223.0,17.6,1014.6
2021-07-17,318938.4,2021-07-17,24.4,21.1,26.1,4.3,64.0,12.6,1018.2
2021-07-18,312732.0,2021-07-18,21.5,19.4,23.3,7.6,43.0,13.7,1016.0
2021-07-19,317246.4,2021-07-19,20.3,19.4,22.8,0.0,64.0,10.8,1013.7
2021-07-20,326357.56799999997,2021-07-20,25.1,20.0,31.1,0.0,266.0,11.5,1011.0
2021-07-21,326145.6,2021-07-21,25.5,20.0,28.9,0.0,278.0,15.1,1010.6
2021-07-22,315885.6,2021-07-22,22.3,18.3,25.6,0.0,3.0,13.0,1015.5
2021-07-23,304675.2,2021-07-23,23.0,20.6,26.7,0.0,335.0,12.2,1018.3
2021-07-24,313344.0,2021-07-24,22.1,17.8,25.0,0.0,67.0,13.7,1018.9
2021-07-25,305517.6,2021-07-25,22.1,20.6,24.4,3.8,203.0,18.0,1013.3
2021-07-26,309772.8,2021-07-26,26.5,21.1,33.9,0.0,255.0,13.0,1010.5
2021-07-27,306777.6,2021-07-27,26.7,20.6,30.6,9.7,307.0,13.7,1012.5
2021-07-28,303667.2,2021-07-28,21.1,18.9,23.9,0.0,63.0,13.7,1015.4
2021-07-29,308052.0,2021-07-29,22.1,18.9,27.2,0.3,205.0,22.3,1013.7
2021-07-30,308037.6,2021-07-30,23.3,18.3,28.9,3.6,304.0,20.5,1005.7
2021-07-31,318060.0,2021-07-31,20.7,16.1,26.1,0.0,284.0,16.9,1012.7
2021-08-01,304214.4,2021-08-01,21.6,16.7,25.6,0.0,183.0,13.7,1012.9
2021-08-02,305049.6,2021-08-02,23.2,18.9,28.3,0.0,278.0,14.4,1011.7
2021-08-03,309938.4,2021-08-03,22.6,18.3,25.0,0.0,129.0,9.0,1019.1
2021-08-04,312012.0,2021-08-04,22.0,18.3,23.9,14.7,105.0,12.2,1020.7
2021-08-05,313329.6,2021-08-05,19.4,18.3,21.7,36.1,25.0,13.7,1018.8
2021-08-06,305726.4,2021-08-06,23.9,19.4,31.7,0.0,200.0,13.0,1019.5
2021-08-07,312876.0,2021-08-07,26.7,21.7,33.3,0.0,228.0,16.6,1016.8
2021-08-08,303343.2,2021-08-08,25.7,21.7,28.9,0.0,57.0,11.5,1018.1
2021-08-09,311133.6,2021-08-09,22.2,20.0,23.9,29.2,51.0,15.1,1021.9
2021-08-10,322156.8,2021-08-10,21.0,19.4,24.4,0.8,46.0,10.8,1020.9
2021-08-11,330681.6,2021-08-11,27.2,22.8,33.9,0.0,205.0,19.1,1015.2
2021-08-12,313768.8,2021-08-12,29.1,24.4,35.6,0.0,231.0,15.5,1013.2
2021-08-13,297014.4,2021-08-13,28.6,24.4,32.8,0.0,166.0,11.5,1015.3
2021-08-14,308628.0,2021-08-14,29.3,25.6,33.3,0.3,264.0,15.5,1015.7
