date,usage_kw,time,tavg,tmin,tmax,prcp,wdir,wspd,pres
2021-08-15,316317.6,2021-08-15,25.0,21.1,26.7,0.0,32.0,13.3,1021.2
2021-08-16,314308.8,2021-08-16,22.3,18.3,25.6,0.0,50.0,11.9,1023.0
2021-08-17,319788.0,2021-08-17,23.9,19.4,29.4,0.0,211.0,14.8,1022.5
2021-08-18,315036.0,2021-08-18,25.8,22.2,31.7,0.0,211.0,15.1,1022.4
2021-08-19,317908.8,2021-08-19,25.1,22.8,30.6,29.0,167.0,16.9,1015.0
2021-08-20,308620.8,2021-08-20,24.8,22.8,26.7,1.3,158.0,10.1,1010.7
2021-08-21,320457.6,2021-08-21,25.0,22.2,28.3,0.0,78.0,13.0,1013.9
2021-08-22,311140.8,2021-08-22,22.4,21.1,23.9,19.3,64.0,28.4,1010.6
2021-08-23,312508.8,2021-08-23,22.6,20.6,24.4,42.9,84.0,15.1,1011.1
2021-08-24,322084.8,2021-08-24,25.1,21.7,32.8,0.0,311.0,13.0,1010.7
2021-08-25,317484.0,2021-08-25,29.0,24.4,34.4,0.0,301.0,9.4,1017.5
2021-08-26,282578.4,2021-08-26,29.3,23.9,35.6,0.0,222.0,11.2,1017.7
2021-08-27,326721.6,2021-08-27,28.6,23.3,32.2,0.0,36.0,13.7,1018.2
2021-08-28,317390.4,2021-08-28,22.1,17.8,23.9,1.8,70.0,19.8,1026.5
2021-08-29,313034.4,2021-08-29,19.8,17.8,22.8,2.0,136.0,10.8,1022.9
2021-08-30,321883.2,2021-08-30,25.2,21.7,31.1,0.5,222.0,19.8,1011.3
2021-08-31,313099.2,2021-08-31,26.2,22.8,28.9,0.0,265.0,16.6,1006.9
2021-09-01,310845.6,2021-09-01,22.5,16.1,23.9,42.9,318.0,13.7,1010.1
2021-09-02,303393.6,2021-09-02,19.0,16.1,25.0,64.5,347.0,23.4,1007.2
2021-09-03,296517.6,2021-09-03,19.7,15.0,25.0,0.0,300.0,16.9,1014.0
2021-09-04,298195.2,2021-09-04,21.7,17.2,27.2,0.0,276.0,15.8,1013.8
2021-09-05,297367.2,2021-09-05,21.0,17.8,23.3,1.3,204.0,14.0,1011.5
2021-09-06,287625.6,2021-09-06,23.8,20.6,28.9,0.0,249.0,16.9,1007.3
2021-09-07,294919.2,2021-09-07,23.1,18.3,27.8,0.0,258.0,16.2,1012.6
2021-09-08,296604.0,2021-09-08,23.4,17.8,29.4,0.0,192.0,22.0,1012.0
2021-09-09,313272.0,2021-09-09,23.6,20.0,24.4,24.4,190.0,11.9,1008.4
2021-09-10,314985.6,2021-09-10,21.8,17.2,26.1,4.8,293.0,18.4,1008.3
2021-09-11,320896.8,2021-09-11,20.3,15.0,26.1,0.0,251.0,17.6,1019.0
2021-09-12,321674.4,2021-09-12,22.8,18.3,28.3,0.0,222.0,24.1,1016.2
2021-09-13,323172.0,2021-09-13,24.7,18.9,27.8,1.5,290.0,14.4,1014.5
2021-09-14,323575.2,2021-09-14,20.7,17.2,22.8,0.0,68.0,13.7,1018.2
2021-09-15,323776.8,2021-09-15,24.0,20.0,30.0,0.0,192.0,18.4,1014.8
2021-09-16,324028.8,2021-09-16,21.9,18.3,23.9,7.9,15.0,13.7,1023.4
2021-09-17,318664.8,2021-09-17,19.3,18.3,21.1,0.0,23.0,13.3,1025.5
2021-09-18,323719.2,2021-09-18,20.1,18.9,23.3,1.5,22.0,8.6,1017.4
2021-09-19,319953.6,2021-09-19,20.4,16.7,22.2,7.1,44.0,14.8,1020.0
2021-09-20,322480.8,2021-09-20,18.3,13.9,22.2,0.0,68.0,10.1,1027.9
2021-09-21,313740.0,2021-09-21,18.3,13.9,22.8,0.0,82.0,10.1,1028.8
2021-09-22,308455.2,2021-09-22,22.2,18.9,26.7,0.0,148.0,12.6,1022.1
2021-09-23,318729.6,2021-09-23,22.8,19.4,27.8,0.8,132.0,13.0,1018.7
2021-09-24,321364.8,2021-09-24,23.2,20.6,26.7,0.0,169.0,18.4,1016.6
2021-09-25,324014.4,2021-09-25,21.1,18.3,23.9,0.8,34.0,10.1,1015.8
2021-09-26,315748.8,2021-09-26,20.4,16.1,25.0,14.0,307.0,17.3,1008.8
2021-09-27,314359.2,2021-09-27,19.6,14.4,24.4,0.0,225.0,19.8,1011.5
2021-09-28,308764.8,2021-09-28,20.7,14.4,21.7,18.3,249.0,13.7,1008.8
2021-09-29,297936.0,2021-09-29,15.7,11.1,18.9,0.0,345.0,14.8,1013.2
2021-09-30,283334.4,2021-09-30,15.0,11.7,17.8,0.0,312.0,15.8,1017.1
2021-10-01,267739.2,2021-10-01,14.8,10.6,20.6,0.0,295.0,14.8,1020.8
2021-10-02,278560.8,2021-10-02,17.4,11.1,24.4,0.0,243.0,15.5,1018.1
2021-10-03,272268.0,2021-10-03,17.6,15.0,20.0,3.3,45.0,11.5,1015.6
2021-10-04,264852.0,2021-10-04,16.2,12.8,17.2,27.4,67.0,25.2,1018.6
2021-10-05,268804.8,2021-10-05,14.4,12.2,17.2,7.6,13.0,14.0,1024.1
2021-10-06,284846.4,2021-10-06,16.4,13.3,20.0,0.0,359.0,7.9,1027.5
2021-10-07,286912.8,2021-10-07,17.7,13.3,23.3,0.0,109.0,6.5,1024.5
2021-10-08,277387.2,2021-10-08,18.3,15.0,21.7,0.0,38.0,16.9,1022.1
2021-10-09,286545.6,2021-10-09,17.1,16.1,18.9,0.0,79.0,22.3,1026.8
2021-10-10,278992.8,2021-10-10,17.1,16.1,18.9,0.0,82.0,16.9,1025.2
2021-10-11,281512.8,2021-10-11,18.0,15.6,20.6,0.0,52.0,13.0,1020.6
2021-10-12,284184.0,2021-10-12,18.1,13.9,23.9,0.0,354.0,6.8,1019.3
2021-10-13,285876.0,2021-10-13,19.8,15.6,25.6,0.0,206.0,11.9,1015.6
2021-10-14,285508.8,2021-10-14,19.2,15.6,23.9,0.0,208.0,11.5,1012.2
2021-10-15,278899.2,2021-10-15,18.1,15.6,20.6,0.0,128.0,13.0,1013.0
2021-10-16,285825.6,2021-10-16,20.4,16.7,24.4,0.5,193.0,24.8,1007.5
2021-10-17,265226.4,2021-10-17,16.7,11.1,18.3,7.9,285.0,20.5,1004.5
2021-10-18,268488.0,2021-10-18,12.6,8.3,16.7,0.0,292.0,22.7,1006.8
2021-10-19,279957.6,2021-10-19,11.5,7.8,17.2,0.0,275.0,21.2,1009.8
2021-10-20,286603.2,2021-10-20,15.7,12.2,22.2,0.0,258.0,16.6,1011.9
2021-10-21,284745.6,2021-10-21,18.9,14.4,23.9,0.0,223.0,15.5,1013.7
2021-10-22,280800.0,2021-10-22,18.3,12.8,22.2,0.0,245.0,18.0,1009.6
2021-10-23,280317.6,2021-10-23,13.0,9.4,15.6,0.0,299.0,15.5,1013.3
2021-10-24,278654.4,2021-10-24,10.2,6.7,14.4,0.0,278.0,15.8,1019.3
2021-10-25,284320.8,2021-10-25,11.4,10.0,13.3,20.6,39.0,20.5,1017.8
2021-10-26,285415.2,2021-10-26,13.7,10.0,15.6,23.4,38.0,37.1,1003.8
2021-10-27,285127.2,2021-10-27,10.3,8.3,11.1,2.5,12.0,42.8,1002.6
2021-10-28,282369.6,2021-10-28,8.7,6.1,10.0,0.0,348.0,16.2,1014.5
2021-10-29,278539.2,2021-10-29,7.6,5.0,11.1,0.0,17.0,19.1,1015.1
2021-10-30,286106.4,2021-10-30,12.4,11.1,15.0,25.9,88.0,24.1,1008.4
2021-10-31,276796.8,2021-10-31,15.2,11.7,19.4,10.7,255.0,20.9,998.3
2021-11-01,280821.6,2021-11-01,13.1,8.3,15.6,0.0,258.0,20.5,1012.9
2021-11-02,285372.0,2021-11-02,10.6,7.2,13.9,0.0,246.0,14.8,1020.7
2021-11-03,271519.2,2021-11-03,8.9,4.4,11.1,0.0,295.0,15.8,1021.8
2021-11-04,261684.0,2021-11-04,5.9,2.2,9.4,0.0,28.0,10.8,1026.7
2021-11-05,254592.0,2021-11-05,6.7,2.8,10.6,0.0,336.0,12.2,1026.7
2021-11-06,262375.2,2021-11-06,6.2,2.2,10.6,0.0,250.0,10.8,1028.7
2021-11-07,262540.8,2021-11-07,6.5,1.1,12.2,0.0,100.0,6.8,1022.5
2021-11-08,242892.0,2021-11-08,9.1,4.4,15.6,0.0,350.0,10.8,1019.5
2021-11-09,238262.4,2021-11-09,12.1,5.6,21.1,0.0,251.0,7.9,1016.8
2021-11-10,246412.8,2021-11-10,13.4,8.9,16.7,0.0,333.0,13.7,1016.9
2021-11-11,244915.2,2021-11-11,9.3,5.0,11.7,0.0,76.0,14.0,1027.1
2021-11-12,255160.8,2021-11-12,12.6,9.4,17.2,13.5,159.0,26.3,1017.6
2021-11-13,253231.2,2021-11-13,10.9,5.0,13.9,4.8,354.0,15.5,1007.6
2021-11-14,245124.0,2021-11-14,6.7,2.8,10.0,0.0,233.0,16.9,1010.2
2021-11-15,250761.6,2021-11-15,7.0,4.4,9.4,2.0,251.0,19.8,1006.3
2021-11-16,257522.4,2021-11-16,5.6,2.8,9.4,0.0,276.0,23.8,1016.1
2021-11-17,257637.6,2021-11-17,4.9,1.1,11.1,0.0,177.0,13.0,1025.2
2021-11-18,271360.8,2021-11-18,13.8,11.1,21.1,0.0,207.0,21.6,1014.5
2021-11-19,249998.4,2021-11-19,9.3,2.8,12.8,7.1,288.0,23.0,1019.2
2021-11-20,276393.6,2021-11-20,3.7,0.6,6.7,0.0,245.0,13.7,1032.2
2021-11-21,264441.6,2021-11-21,6.7,3.9,12.2,0.0,185.0,11.9,1024.6
2021-11-22,265068.0,2021-11-22,11.4,2.8,13.9,5.6,260.0,18.4,1009.5
2021-11-23,271180.8,2021-11-23,2.6,-2.1,4.4,0.0,317.0,24.5,1012.8
2021-11-24,259077.6,2021-11-24,0.6,-2.7,6.1,0.0,303.0,22.3,1021.4
2021-11-25,256651.2,2021-11-25,5.7,1.7,12.2,0.0,272.0,11.9,1014.4
2021-11-26,257443.2,2021-11-26,7.4,1.7,8.3,1.0,260.0,20.2,999.6
2021-11-27,260906.4,2021-11-27,1.9,-1.0,3.9,0.0,280.0,27.0,1003.9
2021-11-28,245822.4,2021-11-28,0.6,-1.6,3.3,0.0,252.0,12.2,1011.1
2021-11-29,254541.6,2021-11-29,2.3,-1.6,5.0,0.0,328.0,16.9,1010.5
2021-11-30,274680.0,2021-11-30,0.1,-3.2,5.0,0.0,262.0,17.6,1013.4
2021-12-01,291772.8,2021-12-01,3.8,0.6,7.8,0.0,258.0,15.8,1017.9
2021-12-02,287272.8,2021-12-02,7.6,2.2,15.6,0.5,194.0,18.0,1007.4
2021-12-03,258811.2,2021-12-03,6.4,0.6,7.2,0.0,277.0,25.9,1007.6
2021-12-04,262267.2,2021-12-04,1.6,-2.1,5.6,0.0,241.0,15.5,1018.5
2021-12-05,251049.6,2021-12-05,5.1,3.3,8.3,0.0,260.0,14.0,1026.9
2021-12-06,256154.4,2021-12-06,9.4,5.6,16.7,6.4,177.0,26.3,1011.3
2021-12-07,273031.2,2021-12-07,6.6,1.1,7.2,0.0,276.0,19.4,1016.8
2021-12-08,278388.0,2021-12-08,1.8,-2.1,2.8,0.0,356.0,16.2,1017.4
2021-12-09,272599.2,2021-12-09,-0.3,-3.2,3.3,0.3,317.0,15.1,1019.8
2021-12-10,266616.0,2021-12-10,1.8,-2.1,6.7,0.0,59.0,8.6,1023.3
2021-12-11,264009.6,2021-12-11,6.2,1.7,17.8,6.4,271.0,20.5,1008.8
2021-12-12,257320.8,2021-12-12,9.8,3.3,16.7,1.0,267.0,27.4,1012.9
2021-12-13,273448.8,2021-12-13,5.9,2.8,11.1,0.0,230.0,25.9,1019.2
2021-12-14,280944.0,2021-12-14,8.0,1.7,10.6,0.0,307.0,17.3,1029.4
2021-12-15,285228.0,2021-12-15,3.5,0.0,7.2,0.5,126.0,11.9,1035.9
2021-12-16,274118.4,2021-12-16,10.9,7.2,15.6,4.3,216.0,23.0,1015.3
2021-12-17,268099.2,2021-12-17,12.9,5.6,15.6,0.0,268.0,25.9,1012.7
2021-12-18,267069.6,2021-12-18,4.8,0.6,6.1,14.2,0.0,11.5,1019.5
2021-12-19,256471.2,2021-12-19,2.5,-4.9,6.7,9.7,328.0,23.8,1015.1
2021-12-20,266724.0,2021-12-20,-3.6,-6.6,0.6,0.0,260.0,14.8,1025.0
2021-12-21,268437.6,2021-12-21,1.7,-1.0,6.7,0.0,235.0,14.4,1017.1
2021-12-22,266839.2,2021-12-22,3.9,0.6,6.1,2.3,320.0,16.2,1002.8
2021-12-23,266875.2,2021-12-23,-0.3,-4.3,0.6,0.0,304.0,20.9,1017.1
2021-12-24,260524.8,2021-12-24,-3.4,-4.9,-1.0,0.0,303.0,6.8,1019.9
2021-12-25,260524.8,2021-12-25,-0.4,-2.1,2.2,8.1,343.0,9.7,1004.4
2021-12-26,258552.0,2021-12-26,2.0,0.6,4.4,6.1,317.0,20.9,1008.0
2021-12-27,261324.0,2021-12-27,0.6,-1.0,1.7,0.0,303.0,14.0,1016.2
2021-12-28,269978.4,2021-12-28,2.9,0.6,7.8,1.0,252.0,11.2,1010.0
2021-12-29,272311.2,2021-12-29,4.6,2.2,5.6,0.0,357.0,5.4,1013.6
2021-12-30,273412.8,2021-12-30,4.4,3.3,5.6,1.5,358.0,5.8,1014.6
2021-12-31,262620.0,2021-12-31,5.6,4.4,7.8,0.0,64.0,4.7,1014.4
2022-01-01,258148.8,2022-01-01,7.7,6.7,11.1,2.0,66.0,5.4,1009.7
2022-01-02,255708.0,2022-01-02,7.4,0.6,7.8,5.8,337.0,14.4,1003.8
2022-01-03,266191.2,2022-01-03,-1.4,-6.0,0.6,0.0,338.0,22.7,1019.3
2022-01-04,263822.4,2022-01-04,-4.9,-8.2,-0.5,0.0,269.0,15.8,1026.3
2022-01-05,269611.2,2022-01-05,2.8,-2.7,10.6,3.0,197.0,18.0,1014.1
2022-01-06,268228.8,2022-01-06,4.6,0.0,6.1,0.0,271.0,17.3,1011.3
2022-01-07,264909.6,2022-01-07,-0.5,-4.9,0.6,12.2,316.0,21.6,1011.7
2022-01-08,277725.6,2022-01-08,-4.7,-8.2,-2.1,0.0,290.0,17.3,1029.7
2022-01-09,267084.0,2022-01-09,-0.3,-6.0,6.1,0.3,220.0,25.9,1020.1
2022-01-10,272606.4,2022-01-10,0.5,-5.5,4.4,0.0,289.0,27.0,1015.6
2022-01-11,279741.6,2022-01-11,-9.1,-13.2,-5.5,0.0,302.0,21.2,1028.9
2022-01-12,268711.2,2022-01-12,-5.3,-12.1,5.6,0.0,222.0,20.9,1022.1
2022-01-13,251784.0,2022-01-13,2.3,-1.6,7.8,0.0,148.0,6.8,1016.3
2022-01-14,258566.4,2022-01-14,2.8,-9.3,5.0,0.0,346.0,26.3,1008.8
2022-01-15,275198.4,2022-01-15,-10.6,-15.5,-9.3,0.0,310.0,27.7,1020.5
2022-01-16,263944.8,2022-01-16,-10.8,-14.9,1.7,0.0,0.0,13.3,1027.4
2022-01-17,251553.6,2022-01-17,3.7,1.7,9.4,18.5,165.0,38.5,993.2
2022-01-18,269877.6,2022-01-18,-0.5,-6.0,2.2,0.0,290.0,29.2,1004.7
2022-01-19,278712.0,2022-01-19,-1.2,-6.6,7.8,0.0,218.0,22.3,1017.0
2022-01-20,266976.0,2022-01-20,3.0,-7.1,5.0,3.8,297.0,17.6,1019.1
2022-01-21,271821.6,2022-01-21,-8.0,-12.7,-5.5,0.0,340.0,17.6,1033.7
2022-01-22,280245.6,2022-01-22,-7.7,-10.5,-3.2,0.0,353.0,14.4,1027.5
2022-01-23,261381.6,2022-01-23,-3.7,-7.1,1.7,0.3,235.0,16.2,1011.5
2022-01-24,263109.6,2022-01-24,-2.4,-4.9,-1.0,1.0,334.0,11.9,1011.9
2022-01-25,283636.8,2022-01-25,0.5,-2.1,5.0,0.5,247.0,14.4,1013.8
2022-01-26,288763.2,2022-01-26,-4.0,-11.0,-2.1,0.0,319.0,19.8,1025.3
2022-01-27,276688.8,2022-01-27,-8.6,-12.7,-2.7,0.0,262.0,13.7,1029.3
2022-01-28,269323.2,2022-01-28,-1.7,-3.8,2.2,0.3,259.0,11.9,1020.0
2022-01-29,270640.8,2022-01-29,-4.8,-11.0,-1.6,11.4,346.0,36.7,1002.1
2022-01-30,273376.8,2022-01-30,-9.3,-12.1,-4.9,0.0,285.0,23.0,1010.3
2022-01-31,280123.2,2022-01-31,-6.2,-9.9,-0.5,0.0,317.0,8.6,1027.4
2022-02-01,282016.8,2022-02-01,-3.5,-7.7,1.7,0.0,18.0,14.0,1034.9
2022-02-02,281736.0,2022-02-02,1.7,-0.5,5.6,0.0,14.0,2.5,1031.4
2022-02-03,286898.4,2022-02-03,4.3,1.7,8.3,4.3,190.0,11.9,1023.6
2022-02-04,286999.2,2022-02-04,1.2,-5.5,4.4,47.5,11.0,19.1,1014.9
2022-02-05,282362.4,2022-02-05,-5.4,-9.3,-4.3,1.3,325.0,22.7,1021.0
2022-02-06,276386.4,2022-02-06,-7.9,-12.1,-2.7,0.0,330.0,11.2,1036.3
2022-02-07,275472.0,2022-02-07,-1.7,-5.5,5.0,10.4,31.0,6.8,1027.1
2022-02-08,273960.0,2022-02-08,3.7,1.7,5.6,12.4,300.0,18.0,1010.4
2022-02-09,277358.4,2022-02-09,2.0,-1.0,6.1,0.0,231.0,15.8,1015.6
2022-02-10,276631.2,2022-02-10,3.7,-1.0,10.6,0.0,230.0,15.5,1010.6
2022-02-11,267760.8,2022-02-11,5.3,-0.5,11.1,0.0,200.0,16.2,1014.6
2022-02-12,270590.4,2022-02-12,9.6,3.9,15.6,0.0,239.0,23.4,1012.0
2022-02-13,263145.6,2022-02-13,0.9,-3.8,3.9,5.6,345.0,16.2,1019.7
2022-02-14,272836.8,2022-02-14,-5.8,-9.9,-3.8,0.3,320.0,23.0,1017.3
2022-02-15,245887.2,2022-02-15,-8.1,-11.6,-2.7,0.0,278.0,18.0,1034.2
2022-02-16,252439.2,2022-02-16,-2.4,-8.2,8.3,0.0,197.0,21.6,1037.2
2022-02-17,276300.0,2022-02-17,10.3,6.1,16.1,0.8,205.0,27.7,1018.1
2022-02-18,270280.8,2022-02-18,10.7,-3.8,16.7,7.9,275.0,34.9,1002.7
2022-02-19,277696.8,2022-02-19,-1.9,-6.6,3.9,0.0,253.0,24.8,1014.0
2022-02-20,263037.6,2022-02-20,-4.2,-8.8,0.6,0.0,255.0,25.2,1026.4
2022-02-21,255528.0,2022-02-21,3.3,-0.5,11.7,0.0,214.0,16.6,1025.9
2022-02-22,274996.8,2022-02-22,3.8,-1.0,12.8,8.9,90.0,14.4,1025.5
2022-02-23,280980.0,2022-02-23,14.1,0.0,20.6,0.0,245.0,28.1,1011.4
2022-02-24,280771.2,2022-02-24,-1.6,-5.5,0.0,0.0,325.0,15.5,1030.5
2022-02-25,262512.0,2022-02-25,-1.8,-7.7,0.6,17.8,48.0,23.4,1022.1
2022-02-26,274874.4,2022-02-26,-5.8,-10.5,-0.5,0.0,291.0,12.2,1026.7
2022-02-27,261489.6,2022-02-27,-1.1,-5.5,5.0,0.0,260.0,24.5,1013.3
2022-02-28,272469.6,2022-02-28,-3.7,-7.7,-1.6,0.0,317.0,19.8,1022.0
2022-03-01,282607.2,2022-03-01,-3.2,-8.2,3.3,2.3,189.0,15.1,1022.1
2022-03-02,280836.0,2022-03-02,4.1,0.6,6.1,0.0,263.0,17.3,1012.9
2022-03-03,287272.8,2022-03-03,1.9,-6.0,3.9,4.1,297.0,25.9,1014.9
2022-03-04,274874.4,2022-03-04,-4.2,-8.2,1.7,0.0,283.0,15.8,1030.7
2022-03-05,281109.6,2022-03-05,0.3,-3.2,5.6,0.0,247.0,15.1,1031.3
2022-03-06,265932.0,2022-03-06,7.7,2.2,18.3,0.3,207.0,25.6,1014.5
2022-03-07,268956.0,2022-03-07,13.7,10.0,17.8,7.9,229.0,19.4,1005.5
2022-03-08,270813.6,2022-03-08,7.0,2.2,10.0,0.0,287.0,27.4,1012.5
2022-03-09,282412.8,2022-03-09,2.2,0.0,4.4,6.6,11.0,8.3,1019.2
2022-03-10,279324.0,2022-03-10,3.2,-1.6,10.6,0.0,263.0,12.6,1019.4
2022-03-11,268819.2,2022-03-11,5.0,-0.5,10.6,0.0,166.0,13.7,1017.6
2022-03-12,278762.4,2022-03-12,4.8,-4.3,7.8,9.1,340.0,21.6,994.7
2022-03-13,275184.0,2022-03-13,-2.4,-5.5,2.2,0.0,,29.5,
2022-03-14,286207.2,2022-03-14,3.4,-1.6,11.1,0.0,237.0,18.4,1026.1
2022-03-15,278596.8,2022-03-15,8.5,5.6,15.0,0.5,159.0,16.9,1022.7
2022-03-16,280022.4,2022-03-16,5.9,3.9,9.4,0.0,68.0,13.3,1022.6
2022-03-17,291038.4,2022-03-17,6.1,3.3,8.9,0.8,91.0,7.9,1018.9
2022-03-18,269323.2,2022-03-18,11.9,8.3,20.0,0.0,307.0,9.7,1013.8
2022-03-19,274356.0,2022-03-19,9.5,6.1,12.8,5.1,36.0,10.4,1012.7
2022-03-20,260409.6,2022-03-20,11.0,5.6,16.7,0.0,269.0,16.9,1005.3
2022-03-21,270403.2,2022-03-21,9.9,6.1,15.0,0.0,300.0,27.0,1011.8
2022-03-22,283284.0,2022-03-22,7.3,2.2,11.1,0.0,308.0,25.2,1017.2
2022-03-23,291528.0,2022-03-23,3.7,0.6,6.1,0.0,64.0,14.0,1024.5
2022-03-24,285998.4,2022-03-24,4.8,3.9,6.1,19.0,83.0,27.0,1018.7
2022-03-25,260344.8,2022-03-25,7.6,3.9,15.6,6.4,280.0,15.8,1000.9
2022-03-26,268509.6,2022-03-26,10.0,6.1,12.8,8.4,267.0,15.5,996.7
2022-03-27,258868.8,2022-03-27,6.9,-0.5,10.0,0.0,272.0,25.6,998.2
2022-03-28,267789.6,2022-03-28,-0.8,-6.6,0.6,0.3,293.0,27.4,1006.8
2022-03-29,300405.6,2022-03-29,-2.6,-7.1,3.3,0.0,305.0,28.1,1015.0
2022-03-30,309866.4,2022-03-30,2.8,-1.6,10.0,0.0,274.0,20.9,1018.9
2022-03-31,326484.0,2022-03-31,10.6,4.4,18.3,3.8,195.0,26.3,1007.8
2022-04-01,305503.2,2022-04-01,13.9,4.4,15.6,10.2,271.0,22.7,998.3
2022-04-02,337802.4,2022-04-02,7.2,3.9,12.2,0.0,295.0,24.5,1012.0
2022-04-03,309441.6,2022-04-03,6.4,1.7,8.9,0.0,35.0,14.8,1010.6
2022-04-04,318571.2,2022-04-04,7.5,3.3,14.4,0.3,309.0,20.2,1010.2
2022-04-05,327254.4,2022-04-05,10.1,6.1,15.0,0.0,254.0,14.8,1016.4
2022-04-06,330602.4,2022-04-06,7.5,5.0,8.3,2.8,68.0,16.6,1014.7
2022-04-07,320457.6,2022-04-07,6.9,3.9,9.4,0.3,56.0,22.0,1014.3
2022-04-08,302781.6,2022-04-08,11.4,6.7,17.2,3.8,193.0,19.8,1002.4
2022-04-09,338990.4,2022-04-09,10.5,6.1,15.6,2.8,224.0,15.5,1003.1
2022-04-10,325065.6,2022-04-10,8.8,5.0,13.3,0.0,293.0,22.3,1003.6
2022-04-11,326649.6,2022-04-11,9.8,4.4,17.8,0.0,270.0,19.1,1014.7
2022-04-12,329493.6,2022-04-12,13.2,9.4,21.1,0.8,255.0,15.5,1013.8
2022-04-13,329752.8,2022-04-13,15.7,8.3,22.8,0.0,235.0,14.8,1015.8
2022-04-14,335160.0,2022-04-14,10.1,7.8,10.0,5.8,5.0,15.1,1011.4
2022-04-15,309031.2,2022-04-15,12.6,7.8,19.4,0.0,273.0,20.9,1016.2
2022-04-16,327427.2,2022-04-16,15.4,6.1,22.2,9.9,220.0,26.3,1012.3
2022-04-17,336916.8,2022-04-17,7.8,5.0,10.0,0.0,305.0,21.2,1015.8
2022-04-18,341906.4,2022-04-18,7.2,3.9,10.0,0.0,65.0,22.3,1026.4
2022-04-19,333453.6,2022-04-19,9.3,6.1,15.0,14.2,185.0,34.9,1005.7
2022-04-20,343432.8,2022-04-20,8.6,5.0,13.9,0.0,272.0,23.0,1021.5
2022-04-21,340711.2,2022-04-21,10.3,5.0,16.7,0.0,149.0,24.5,1031.1
2022-04-22,319644.0,2022-04-22,13.5,9.4,18.3,0.0,288.0,22.7,1025.1
2022-04-23,340257.6,2022-04-23,10.9,7.2,14.4,0.0,7.0,13.0,1026.8
2022-04-24,336924.0,2022-04-24,8.6,6.1,12.2,0.0,83.0,16.2,1026.1
2022-04-25,335959.2,2022-04-25,9.3,7.8,11.7,0.0,88.0,16.9,1025.1
2022-04-26,339278.4,2022-04-26,9.6,7.8,12.8,5.8,195.0,12.6,1019.1
2022-04-27,333799.2,2022-04-27,11.4,5.6,15.0,2.3,304.0,24.1,1008.4
2022-04-28,339768.0,2022-04-28,7.6,3.9,11.7,0.0,310.0,29.5,1010.6
2022-04-29,318866.4,2022-04-29,8.4,4.4,13.9,0.0,322.0,23.8,1014.4
2022-04-30,335304.0,2022-04-30,8.6,5.0,12.2,0.0,7.0,14.8,1017.9
2022-05-01,320306.4,2022-05-01,11.2,7.2,16.1,0.0,215.0,15.5,1018.9
2022-05-02,326714.4,2022-05-02,10.6,7.2,13.3,4.1,112.0,15.1,1020.5
2022-05-03,320932.8,2022-05-03,8.9,7.8,11.7,2.3,63.0,16.9,1022.3
2022-05-04,310147.2,2022-05-04,9.3,8.3,12.2,3.0,58.0,10.4,1016.7
2022-05-05,317397.6,2022-05-05,13.8,10.0,21.1,0.0,323.0,11.9,1016.0
2022-05-06,304675.2,2022-05-06,13.7,10.0,16.1,0.0,142.0,11.2,1014.6
2022-05-07,323258.4,2022-05-07,10.3,7.8,11.7,0.0,47.0,33.5,1015.8
2022-05-08,298440.0,2022-05-08,8.9,5.6,12.2,0.0,45.0,27.0,1022.7
2022-05-09,302767.2,2022-05-09,9.1,5.0,13.3,0.0,31.0,27.7,1026.9
2022-05-10,302508.0,2022-05-10,11.0,7.2,14.4,0.0,37.0,24.8,1030.3
2022-05-11,298512.0,2022-05-11,10.4,7.8,15.6,0.0,48.0,18.7,1027.8
2022-05-12,300304.8,2022-05-12,12.2,10.6,15.6,0.0,58.0,10.4,1027.3
2022-05-13,302263.2,2022-05-13,14.6,10.6,26.1,0.0,95.0,14.0,1024.7
2022-05-14,309096.0,2022-05-14,23.1,18.3,30.0,0.0,215.0,16.9,1016.8
2022-05-15,296769.6,2022-05-15,20.9,17.2,25.6,0.3,181.0,13.7,1010.6
2022-05-16,296380.8,2022-05-16,19.3,14.4,26.1,2.3,168.0,18.7,1004.5
2022-05-17,298447.2,2022-05-17,18.6,14.4,23.3,0.0,262.0,30.6,1003.7
2022-05-18,292536.0,2022-05-18,17.0,12.2,22.8,0.0,314.0,16.6,1010.7
2022-05-19,292802.4,2022-05-19,14.4,11.7,17.8,0.3,145.0,10.4,1009.1
2022-05-20,285148.8,2022-05-20,13.3,11.1,18.9,0.0,99.0,15.5,1015.1
2022-05-21,289411.2,2022-05-21,15.9,12.2,21.7,0.5,58.0,9.4,1015.9
2022-05-22,286617.6,2022-05-22,19.4,13.3,31.7,2.3,134.0,14.4,1014.2
2022-05-23,281779.2,2022-05-23,19.4,13.9,22.2,0.0,0.0,16.2,1020.4
2022-05-24,284918.4,2022-05-24,14.2,11.1,16.1,0.0,81.0,16.9,1027.4
2022-05-25,287085.6,2022-05-25,14.1,10.0,20.6,0.0,157.0,17.6,1028.3
2022-05-26,288640.8,2022-05-26,15.9,10.0,22.8,0.0,197.0,20.2,1024.6
2022-05-27,287121.6,2022-05-27,20.3,15.6,27.8,0.0,205.0,23.8,1013.2
2022-05-28,288820.8,2022-05-28,20.4,17.8,23.9,18.5,225.0,17.6,1006.4
2022-05-29,281145.6,2022-05-29,19.4,15.0,22.8,0.0,107.0,15.1,1016.3
